name,review
ebbb,쭈꾸미는 여기가 제일 맛있어요 이모님들도 너무 친절하심
self fish,
이Zi,너무 맛있었어요!!! 쭈꾸미 짱 사랑해요 💖
웅항항18,생일날 갔는데 맛있네요 여잔히 ㅎㅎ
yj4y,좋아요
wide86,처음으로 리뷰 달아보는데 감동받아서 답니다!! 웬만하면 안 다는데 ㅋㅋㅋㅋ 맵고 자극적이고 넘 맛있어여 내 수따일♥
짜굼이네,맛있어요
wls****,신촌올때마다 꼭오는 곳이에요 날치알 계속 갖다먹을수있어서 너무조아요 볶음밥이 진짜 존맛임 배불러도 꼭 드세요
우라늄285,하뜨♡ 친절하신 이모님 덕분에 잘먹었어요 쭈꾸미도 너무 맛있었어요 치즈퐁듀꿀맛
Dadadada67,짱짱 맛있었어용! 매번오는데 앞으론 더 자주 올거에욧 ️ ️
유하유튜브하이라는뜻,너무맛있었어요!! 올해먹은 쭈꾸미 중 최고였어요 ㅎㅎ 천호동 쭈꾸미골목보다 여기가맛있네요
mir****,잘먹었습니다
cys71,
곰판,
meixian,너무너무 맛있구 매콤하고 깔끔해요!! 치즈볶음밥 강추 ㅋㅋ
팡이0,친절하고 맛있어요 여사장님 잘해주시고 알쌈이 무한이라 좋네요 깻잎에 김올리고 콩나물.쭈꾸미.청양고추 올리면 JMT
hpt****,굿
zzz****,
p2104966,막걸리  주문 했는대 품절대면 사다주셔야 하는거 아닌가요 혼자서 바쁘시면 알바 쓰세요
sop****,너무너무너무 맛있고 친절하십니당!!!!^^
민지191,
느리14,
sunwoo903,사장님도 너무 친절하시구 음식도 너무 맛있어서 낮에도 옵니다 ㅜㅜㅜ 잘먹고갑니다~!~!
EHHO11,멀리서 왔는데 진짜 맛집이네요! 강추드림니다!
hicrystal,항상 오는곳이에요! 깻잎과 알쌈. 콩나물 등이 다 무한리필이라 좋아요♡
카카2297,
먹소리,
yab,점심에 이용했는데요. 인테리어도 특이하고 맛도 좋았어요. 다시 먹을 의향이 있어요.
키야오오,양도 푸짐하고 쭈삼완전 맛있었어요!! 여기 볶음밥은 꼭 드셔야합니다:)
맛집전문가2,너무 맛있어요ㅠㅜㅠ단골입니다
gol****,매콤하게 맛있어요!!!
o42****,쭈삼 짱짱 맛있어요❤️
por****,
shmrjp,쭈삼이 대존맛! 깻잎이 무제한이라 감동이유ㅠㅠ
ksky,역시 너무 맛있어요~~쭈꾸미 찐맛집이예요~~먹고있어도 먹고싶은맛집이네요~^^
나이키3518,쭈꾸미 삼겹살 양도 많고 맛있어요 날치알이랑 싸먹으면 존맛탱
나디아62,쭈삼으로 먹었는데 진짜 맛있어요 ㅋ
clo****,
빵수니97,
이주영6351,처음 방문인데 친절하시고 맛도 있어서 또 방문할것 같아요!
봉결이,쭈꾸미 맛집. 중독되는 매운맛. 톡톡 튀는 날치알...환상의 콜라보
서도릅,사랑해요
Zzz5620,분위기가 너무 좋고 음식도 맛있어요 강추합니다
ifmkjo,맛짱 너문 친절하세요 ^^♥
42기 이재동,
1947373,맛있어요 &gt;_&lt;💜💜💜
오땅43,너무 맛있게 잘 먹고갑니다~~ 분위기가 좋아요!!
이은지2261,매콤하니 맛있어요!
조니14,자주 생각나는 진짜 맛집:) 볶음밥이 진짜 맛있어요
미란이다비켜,
키위먹는키위,맛잇긴한데...
gah****,항상 오는 곳인데 볶음밥도 너무 맛있고 사장님도 너무 친절하셔요 다음에 또 방문 예정입니당 ㅎㅎ
주혜빈20,ㅠㅠ맛있어요ㅠㅠ
참이슬3283,오늘도 맛있네요! 중독성 끝판왕!
fertile,강추합니다 맛있게 매워요!
아붕이a,
kky****,맛있는데 친절하지는 않으세요...
고모꼬모,항상 맛있고 무엇보다 날치알 무한리필이 정말 좋아요!!!! 강추!
skyoo,쭈삼 너무 너무 맛있고 볶음밥은 필수!!
쿨쿨50,가격도 합리적이고 맛있어요!
200****,한잔하기 괜찮아요
알미34,맛있어요!!! 매운데 계속 땡기는 맛이라 뱀 소리 내면서 계속 먹었어요..(스~읍.. 스~~~~읍) 깻잎에다 쭈꾸미랑 치즈랑 콩나물이랑 날치알이랑 생마늘 올려서 먹으니 멈출 수가 없네욤! ㅎㅎㅎ 또 올게요~
또잉495,존맛이에여~~~!!!!!!!
ksm****,맛있어용
미용상담사,굿
sn****,서비스 최고!!! 자주 방문할 것 같아요!!’
dara5300,
hek****,엄청 맛있었어용👍
오혜인24,볶음밥도 너무 맛있었고 쭈꾸미도 쫄깃쫄깃 정말 맛있었어요!
kby930,너무 맛있어요!! 10년째 생각날때마다 방문하고 만족하는곳
지원5855,또왔어요 너무 맛있어용ㅎㅎㅎ
섬이99,자주오는가게인데 너무 맛있어요!!  사장님도 너무 친절하시구 너무 잘 먹고 갑니다!!
쩡재40,맛있는 쭈꾸미였어요~!담에 또 올게요
장혜림50,양도 많고 너무너무 친절하셔서 맛있게 먹었습니다~~!! 다음에 또 오려고요!
마마님121,가끔씩생각나게 맛있어요.
1학년 18반,매콤하니 엄청 맛있어요
슬기8574,쭈삼이랑 볶음밥 전부 맛있었어요!
귀잉,
예제르,쭈꾸미 곱창 너무 맛있었어요 추천해요!!😍
복실군,너무 잘먹고 갑니다~ 사장님 너무 친절하시고 맛있었어요~ 담에또올께요
소보류77,매콤한게 땡길때 항상갑니다
Buddy1484,양도 많고 짱짱 맛있어요 신촌오면 또 들릴듯 !!!!!!
SungIII,볶음밥 최고였어요~~ 바쁜데 친절하게 잘 해주셨어요~~
다애2853,
Johnny56,너무너무 맛잇어요 !!
임종현12,이모님 친절하시고 음식은 말할것도 없습니다 잘먹었습니다
슝슝날순,볶음밥이 맛있어요
젬마워드79,정말 맛있고 사장님이 짱 친절하세요
박현주v,
맛이텁텁,맛있게먹고 배빵빵해졌습니다 알많이많이먹었어요
Yooooooooooooo,검색해서 왔는데 서비스 친절만족스러웠고 쭈꾸미가 맛있어요
김시현9959,쭈꾸미 너무 맛있어용!!! 서비스도 좋아영
232yes,쩡말 맛있어용 ❤️❤️❤️❤️ 서강대생 추천 맛집
묜켄,항상 맛있게 잘먹고 갑니다~^^
박정요,짱맛있어요!!!! 서비스도 짱짱맨~~~
뽐8127,맛도 최고구 이모님 서비스도 너무 짱 !!❤️❤️❤️❤️
haniekang,서비스 좋고 맛도 좋았어요!!!
민경3542,이모들 너무 친절하고 맛있어요 다음에 또올게용
보리7659,
예소리질러,맛있어요:):)
강산이47,배터지도록 맛있게 먹었어요:)
덤비디덤덤,스트레스가 확 풀리는 맛이에요~
서니유,진심 강력추천!!!!!!!!!!쭈꾸미 맛집완전맛집!!ㅠㅠㅠㅠㅠㅠ여기 쭈꾸미가 제일 맛있어요 다만 매우 매울뿐 ㅎㅎ맛있게 매운 정도에요 ㅎㅎ 포장도 되니까 집에서 즐겨드셔도 될거같아요
애토1,역시 쭈삼맛집👍🏻 날치알 무제한 넘나리 조아여😀
sun****,정말 맛있게 먹고 있어요!
나니고래1,맛있어요!!
먹짱윤댕,맛있어용
버릉,맛있어용!!!
rla****,맛나용
최고9877,좋아요
아주41,맛있어요
젤리빈1148,정말 맛있게 먹었습니다
가나다라마바사5366,별 만개짜리 짱짱
쌤이27,잘먹었어요ㅎㅎ 맛있었어요
도그브라더,맛있게 먹었어요 ^^
tlrksdmsckstmek,너무맛있어요~♡
yub****,너무 맛있다아~
무무9569,너무 맛있게 먹었어요~
소보류77,쭈꾸미는 무조건 여기만가요ㅎㅎ 날치알듬뿍올려 먹으면 진짜 맛있어요!
yoo****,
HS4111,
dendi,존맛
소붕이48,존맛탱 !
성주바보,맛있어요:)
왕멍꿀이,
iza****,맛있었어용~
한서웡,짱맛있어용
dh980,맛있어용~~!
ell****,짱
마제73,좋아요!
bjy6871,맛있어요
쥐돌개돌,존맛
둘라9,친절하시고 좋았어요^^
che****,좋아요
alw****,맛있어요^^
HS4111,.
블루밍e,맛있어요~~~!!!
최고9877,맛있어요
물콩99,
징리,서강인의 성지💘
imugo,맵기만하고 맛이 그저 그랬어요 양도 적었구요
멍끼쓰,달달해요
핼이,맛있어요
mae****,좋아요
js****,요교
ZI쿠,
juh****,👍
레드폭스63,좋아요
sysy974,좋아여 아주 나이스합니다
che****,맛있어
최오,쭈꾸미는 새로운데를 가면 맛없던 기억밖에 없어서 맨날 가던데만 가게되는거 같네요. 양이 좀 적은 거 같지만 맛은 정말 맛있습니다.
koala,양이 적어요
gh****,맛있어요~
두유노잼,맛 무난무난! 가성비 좋아요~
우여량,맛있습니다  매장컨셉이 예쁘고 좋네요
jy_****,볶음밥 진짜 맛있어여!!!
dai****,좋음
betty1272,쭈꾸미♡
anwdk,존맛이에요 존맛....
ZI쿠,할인없으니 좀 비싸요ㅠ
노들노들한여인,싹싹 긁어먹음ㅎ
결5496,맛도 맛이지만 너무 친절하셔서 기분좋았던곳
marong,서비스는 좋은데 맛이 없어요..
3iii STANDARD,알쌈이 무제한이라 좋아요. 근데 쭈꾸미 양념맛이 안나서 아쉬워요 ㅠ.ㅠ 
생딸기치즈케이크,존맛턍구리
애오개오게,생각보다 양이 적고  가격이 비싸요 ㅠㅠ  볶음밥까지 먹으려면 1인 17000원 이상 들어요!  그래도 맛없진 않은데 예전만 못함
요요9240,볶음밥 먹어여
lsh****,맛있어요.
정연학,매운거당길때 짱예요~친절해요
먐먐먐,서비스가 정말 최악이네요....이런데 진짜 처음이에요 주문넣으면 주문 무시하고 뭐 물어보면 반말로 어어~ 대충하면서 가버리고. 회전율 최악이고.. 엄마랑 둘이 갔다가 기분만 망치고 왔어요. 양도 엄청 적고 쭈꾸미는 작고 왜이리 질긴지... 다신 안 갈 집이에요. 이딴식으로 장사하는 곳 처음봤네요
yan****,맛있어여
Emperor,
piz****,좋아요
아이엠써닝, 
igw****,맛난 매운맛.ㅋ
iid****,저한테는 매웠어요
강정민68,
옹야오옹,항상 맛있어요. 쪼꾸미는 좀 맵게 먹는게 더 맛있는것 같아요. 가격이 많이 올랐네요ㅠ
뀨1859,맛있어요!
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
